Epoch,Generator_Loss,Disciminator_Loss,FID
116,0.0027766488211316263,1.0,7.421794414520264
117,0.0027913402976128825,1.0,7.421794414520264
118,0.002774879629368562,1.0,7.421794414520264
119,0.002768839187071643,1.0,7.421794414520264
120,0.002764038241890622,1.0,7.857597827911377
121,0.002760721215192955,1.0,7.857597827911377
122,0.002740623181295123,1.0,7.857597827911377
123,0.0027396792143393875,1.0,7.857597827911377
124,0.002773237935074021,1.0,7.857597827911377
125,0.0027429639915264826,1.0,7.857597827911377
126,0.0027481697142613514,1.0,7.857597827911377
127,0.0027330352286453028,1.0,7.857597827911377
128,0.0027170951618276282,1.0,7.857597827911377
129,0.002736958543379333,1.0,7.857597827911377
130,0.002762845721316792,1.0,6.602066516876221
131,0.0027191973823099003,1.0,6.602066516876221
132,0.0026958711781752123,1.0,6.602066516876221
133,0.0027379520381485127,1.0,6.602066516876221
134,0.002709492613360191,1.0,6.602066516876221
135,0.0026723707836689586,1.0,6.602066516876221
136,0.0026983553198387184,1.0,6.602066516876221
137,0.002726514979612903,1.0,6.602066516876221
138,0.0026942672414144784,1.0,6.602066516876221
139,0.0027114509311859827,1.0,6.602066516876221
140,0.0026864155473866327,1.0,7.02119779586792
141,0.0026972414338685005,1.0,7.02119779586792
142,0.0026828970324042868,1.0,7.02119779586792
143,0.002679667611196006,1.0,7.02119779586792
144,0.002687076571835521,1.0,7.02119779586792
145,0.0026914922281768235,1.0,7.02119779586792
146,0.0026722608338370602,1.0,7.02119779586792
147,0.0026851117100874437,1.0,7.02119779586792
148,0.002664264771984732,1.0,7.02119779586792
149,0.002668322838440348,1.0,7.02119779586792
150,0.0027108906089501864,1.0,7.382381916046143
151,0.0026769986074275764,1.0,7.382381916046143
152,0.0026623377777730763,1.0,7.382381916046143
153,0.00265730949714622,1.0,7.382381916046143
154,0.0026517516851496206,1.0,7.382381916046143
155,0.0026396822768374015,1.0,7.382381916046143
156,0.002661095581400224,1.0,7.382381916046143
157,0.002682228826708555,1.0,7.382381916046143
158,0.0026536826562270585,1.0,7.382381916046143
159,0.002637918826421502,1.0,7.382381916046143
160,0.0026399014301605964,1.0,7.294217586517334
161,0.0026421022356756156,1.0,7.294217586517334
162,0.002633191197242398,1.0,7.294217586517334
163,0.0026488193430172246,1.0,7.294217586517334
164,0.0026300020631347485,1.0,7.294217586517334
165,0.0026293491265910155,1.0,7.294217586517334
166,0.0026143958488226695,1.0,7.294217586517334
167,0.0026235167697758683,1.0,7.294217586517334
168,0.0026206202884954477,1.0,7.294217586517334
169,0.002610021615617956,1.0,7.294217586517334
170,0.002620477703897188,1.0,7.258927822113037
171,0.0026193073865862847,1.0,7.258927822113037
172,0.0026225866350321637,1.0,7.258927822113037
173,0.0026197917409185954,1.0,7.258927822113037
174,0.00260603365930334,1.0,7.258927822113037
175,0.002623678230427963,1.0,7.258927822113037
176,0.0025938517681394027,1.0,7.258927822113037
177,0.0026032292344252248,1.0,7.258927822113037
178,0.0026152530459142525,1.0,7.258927822113037
179,0.002610509671562872,1.0,7.258927822113037
180,0.0026475791311309817,1.0,7.240422248840332
181,0.0026007030278610032,1.0,7.240422248840332
182,0.0025733796804669803,1.0,7.240422248840332
183,0.002590621672610168,1.0,7.240422248840332
184,0.0025931739843237387,1.0,7.240422248840332
185,0.0026046874996085287,1.0,7.240422248840332
186,0.0025845668308231663,1.0,7.240422248840332
187,0.002580394322186772,1.0,7.240422248840332
188,0.0025819061374315454,1.0,7.240422248840332
189,0.002600614079649134,1.0,7.240422248840332
190,0.0025829869308666782,1.0,7.436068058013916
191,0.0025570798848787227,1.0,7.436068058013916
192,0.0025867736144622754,1.0,7.436068058013916
193,0.002577643378803475,1.0,7.436068058013916
194,0.0025780635858270325,1.0,7.436068058013916
195,0.0026066736880516225,1.0,7.436068058013916
196,0.0025746356612031934,1.0,7.436068058013916
197,0.0025850551343972843,1.0,7.436068058013916
198,0.0025889744061653075,1.0,7.436068058013916
199,0.0025775984286772625,1.0,7.436068058013916
200,0.0025582039192066355,1.0,7.533785343170166
