Epoch,Generator_Loss,Disciminator_Loss,FID
0,0.024064571004739757,0.7666137491558063,7.056297779083252
1,0.007382292131759163,0.4455098212949174,7.056297779083252
2,0.0064383525573017105,0.1266513519801527,7.056297779083252
3,0.006015194753595328,0.5876320931844113,7.056297779083252
4,0.00577589377101858,0.9999700946322942,7.056297779083252
5,0.005604680507222854,0.9999680940882635,7.056297779083252
6,0.00541992372758213,0.9999602788080604,7.056297779083252
7,0.0052372935174774945,0.9998940454196121,7.056297779083252
8,0.005227911700415662,0.5937895945762185,7.056297779083252
9,0.004904501001011201,0.3425517778728906,7.056297779083252
10,0.00393346197690057,0.9997290173324488,5.094814777374268
11,0.004771052551420279,0.9703413885288035,5.094814777374268
12,0.004820283007081914,1.0,5.094814777374268
13,0.004673831512109708,1.0,5.094814777374268
14,0.004600900681136902,1.0,5.094814777374268
15,0.004545938695181098,1.0,5.094814777374268
16,0.0045221643088290756,1.0,5.094814777374268
17,0.004548652033455733,1.0,5.094814777374268
18,0.004432183406236819,1.0,5.094814777374268
19,0.004332701647969879,1.0,5.094814777374268
20,0.004329153892023773,1.0,6.353731632232666
21,0.004423943867165027,1.0,6.353731632232666
22,0.004238513798523947,1.0,6.353731632232666
23,0.004184100204699878,1.0,6.353731632232666
24,0.0041033314019086435,1.0,6.353731632232666
25,0.004090161466284387,1.0,6.353731632232666
26,0.004040496132802218,1.0,6.353731632232666
27,0.004050833843964137,1.0,6.353731632232666
28,0.003973480595188941,1.0,6.353731632232666
29,0.003960249492685484,1.0,6.353731632232666
30,0.00390942679260368,1.0,6.094477653503418
31,0.003902258579342989,1.0,6.094477653503418
32,0.0038763167409589356,1.0,6.094477653503418
33,0.0037526620578581184,1.0,6.094477653503418
34,0.0037430684196652244,1.0,6.094477653503418
35,0.003738393577928576,1.0,6.094477653503418
36,0.003767528979628647,1.0,6.094477653503418
37,0.003704941312593045,1.0,6.094477653503418
38,0.003683501631573979,1.0,6.094477653503418
39,0.00364503256731935,1.0,6.094477653503418
40,0.003754247947284257,1.0,7.0124053955078125
41,0.0036530231196685867,1.0,7.0124053955078125
42,0.003593084205068269,1.0,7.0124053955078125
43,0.0035350319734079984,1.0,7.0124053955078125
44,0.0035121173117412413,1.0,7.0124053955078125
45,0.0035371311621590503,1.0,7.0124053955078125
46,0.0035263101621609877,1.0,7.0124053955078125
47,0.003491919289414092,1.0,7.0124053955078125
48,0.003391811328691478,1.0,7.0124053955078125
49,0.00339457498255612,1.0,7.0124053955078125
50,0.0033876274572290734,1.0,6.867018222808838
51,0.0034040764568105215,1.0,6.867018222808838
52,0.0033095402098497597,1.0,6.867018222808838
53,0.0032863500863471525,1.0,6.867018222808838
54,0.003332531694283362,1.0,6.867018222808838
55,0.0032934064654262453,1.0,6.867018222808838
56,0.0033500736004128356,1.0,6.867018222808838
57,0.0032815036385604257,1.0,6.867018222808838
58,0.003253732030516711,1.0,6.867018222808838
59,0.0031774940276992018,1.0,6.867018222808838
60,0.003173021945936637,1.0,6.853008270263672
61,0.0032251049385611285,1.0,6.853008270263672
62,0.0032282322280156282,1.0,6.853008270263672
63,0.0031698302640106087,1.0,6.853008270263672
64,0.0031395008061396875,1.0,6.853008270263672
65,0.003137075810365663,1.0,6.853008270263672
66,0.0031204183065032553,1.0,6.853008270263672
67,0.0031239698094442108,1.0,6.853008270263672
68,0.003140285609672793,1.0,6.853008270263672
69,0.0030967422121725343,1.0,6.853008270263672
70,0.003112795080997492,1.0,6.966197967529297
71,0.0030941965410651606,1.0,6.966197967529297
72,0.0030293659118627654,1.0,6.966197967529297
73,0.0030305541847572047,1.0,6.966197967529297
74,0.0030366052716567925,1.0,6.966197967529297
75,0.0030370165477506816,1.0,6.966197967529297
76,0.0030414458981841423,1.0,6.966197967529297
77,0.003019846981229513,1.0,6.966197967529297
78,0.003018509381513853,1.0,6.966197967529297
79,0.0029860779601622815,1.0,6.966197967529297
80,0.0030082444876424527,1.0,7.972830295562744
81,0.002990654010672943,1.0,7.972830295562744
82,0.0029749594445308766,1.0,7.972830295562744
83,0.0029568594571605512,1.0,7.972830295562744
84,0.0029832142729793627,1.0,7.972830295562744
85,0.002964071881606133,1.0,7.972830295562744
86,0.0029414228920359164,1.0,7.972830295562744
87,0.0029446832945183615,1.0,7.972830295562744
88,0.002945755233483042,1.0,7.972830295562744
89,0.002932656670810055,1.0,7.972830295562744
90,0.0029421743909212746,1.0,7.056209564208984
91,0.0029022450099099365,1.0,7.056209564208984
92,0.002890751984215073,1.0,7.056209564208984
93,0.0029139837360609385,1.0,7.056209564208984
94,0.0028994964175241985,1.0,7.056209564208984
95,0.002873782009790036,1.0,7.056209564208984
96,0.0028704614225593473,1.0,7.056209564208984
97,0.002854163065884199,1.0,7.056209564208984
98,0.0028403535533609594,1.0,7.056209564208984
99,0.002843158947051329,1.0,7.056209564208984
100,0.002861160535850736,1.0,7.505733966827393
101,0.0028612359236507533,1.0,7.505733966827393
102,0.0028521103007024375,1.0,7.505733966827393
103,0.002842086067391654,1.0,7.505733966827393
104,0.0028469901886113555,1.0,7.505733966827393
105,0.0028132914577342445,1.0,7.505733966827393
106,0.0027988995657247193,1.0,7.505733966827393
107,0.002817211123143907,1.0,7.505733966827393
108,0.002812724614267285,1.0,7.505733966827393
109,0.0028127165564525306,1.0,7.505733966827393
110,0.0027776115506855867,1.0,7.421794414520264
111,0.0028088013158116677,1.0,7.421794414520264
112,0.002789869501997354,1.0,7.421794414520264
113,0.002794571280069018,1.0,7.421794414520264
114,0.0027776100930276375,1.0,7.421794414520264
115,0.002770053414170141,1.0,7.421794414520264
